species_id,version_id,language_id,flavor_text
382,26,9,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature."
383,26,9,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world."
384,26,9,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve."
385,26,9,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire."
386,26,9,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest."
387,26,9,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty."
388,26,9,"It knows where pure water wells up. It carries fellow
Pokémon there on its back."
389,26,9,"Small Pokémon occasionally gather on its unmoving
back to begin building their nests."
390,26,9,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick."
391,26,9,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon."
392,26,9,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style."
393,26,9,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold."
394,26,9,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees."
395,26,9,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns."
396,26,9,"They flock around mountains and fields, chasing
after bug Pokémon. Their singing is noisy
and annoying."
397,26,9,"It lives in forests and fields. Squabbles over
territory occur when flocks collide."
398,26,9,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings."
399,26,9,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water."
400,26,9,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker."
401,26,9,"When its antennae hit each other, it sounds like the
music of a xylophone."
402,26,9,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns."
403,26,9,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded."
404,26,9,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes."
405,26,9,"Luxray’s ability to see through objects comes in
handy when it’s scouting for danger."
406,26,9,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen."
407,26,9,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns."
408,26,9,"A lifelong jungle dweller from 100 million years
ago, it would snap obstructing trees with headbutts."
409,26,9,"Its skull is as hard as iron. It is a brute that tears
down jungle trees while catching prey."
410,26,9,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face."
411,26,9,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries."
412,26,9,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
413,26,9,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed."
414,26,9,"It flutters around at night and steals honey from
the Combee hive."
415,26,9,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep."
416,26,9,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee."
417,26,9,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity."
418,26,9,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on."
419,26,9,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft."
420,26,9,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients."
421,26,9,"If it senses strong sunlight, it opens its folded
petals to absorb the sun’s rays with its whole body."
422,26,9,"Its shape and coloration vary, depending on
its habitat."
423,26,9,"It apparently had a huge shell for protection in
ancient times. It lives in shallow tidal pools."
424,26,9,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now."
425,26,9,"These Pokémon are called the “Signpost for
Wandering Spirits.” Children holding them
sometimes vanish."
426,26,9,"It’s drowsy in daytime, but flies off in the evening in
big groups. No one knows where they go."
427,26,9,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur."
428,26,9,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs."
429,26,9,"Its cries sound like incantations to torment the foe.
It appears where you least expect it."
430,26,9,"Becoming active at night, it is known to swarm with
numerous Murkrow in tow."
431,26,9,"When it’s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon."
432,26,9,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails."
433,26,9,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound."
434,26,9,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours."
435,26,9,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester."
436,26,9,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related."
437,26,9,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow."
438,26,9,"It prefers an arid atmosphere. It leaks water that
looks like tears when adjusting its moisture level."
439,26,9,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokémon."
440,26,9,"It carefully carries a round, white rock that it thinks
is an egg. It’s bothered by how curly its hair looks."
441,26,9,"It can learn and speak human words. If they gather,
they all learn the same saying."
442,26,9,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago."
443,26,9,"It nests in small, horizontal holes in cave walls.
It pounces to catch prey that stray too close."
444,26,9,"As it digs to expand its nest, it habitually digs up
gems that it then hoards in its nest."
445,26,9,"It flies at speeds equal to a jet fighter plane.
It never allows its prey to escape."
446,26,9,"It conceals food under the long fur on its body.
It carts around this food stash and swallows it
without chewing."
447,26,9,"The aura that emanates from its body intensifies to
alert others if it is afraid or sad."
448,26,9,"By reading the auras of all things, it can tell how
others are feeling from over half a mile away."
449,26,9,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet."
450,26,9,"It blasts internally stored sand from ports on its
body to create a towering twister for attack."
451,26,9,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison."
452,26,9,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison."
453,26,9,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab."
454,26,9,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal."
455,26,9,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down."
456,26,9,"After long exposure to sunlight, the patterns on its
tail fins shine vividly when darkness arrives."
457,26,9,"To avoid detection by predators, it crawls along the
seafloor using the two fins on its chest."
458,26,9,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back."
459,26,9,"In the spring, it grows berries with the texture of
frozen treats around its belly."
460,26,9,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards."
461,26,9,"They live in cold regions, forming groups of four or
five that hunt prey with impressive coordination."
462,26,9,"It evolved from exposure to a special magnetic
field. Three units generate magnetism."
463,26,9,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
464,26,9,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
465,26,9,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes."
466,26,9,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power."
467,26,9,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles."
468,26,9,"It shares many blessings with people who respect
one another’s rights and avoid needless strife."
469,26,9,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
470,26,9,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air."
471,26,9,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire."
472,26,9,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
473,26,9,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
474,26,9,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error..."
475,26,9,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
476,26,9,"It freely controls three small units called Mini-Noses
using magnetic force."
477,26,9,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
478,26,9,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass."
479,26,9,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
480,26,9,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
481,26,9,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface."
482,26,9,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
483,26,9,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
484,26,9,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
485,26,9,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
486,26,9,"There is an enduring legend that states this
Pokémon towed continents with ropes."
487,26,9,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World."
488,26,9,"Those who sleep holding Cresselia’s feather are
assured of joyful dreams. It is said to represent
the crescent moon."
489,26,9,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted."
490,26,9,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokémon."
491,26,9,"It can lull people to sleep and make them dream.
It is active during nights of the new moon."
492,26,9,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers."
493,26,9,"It is told in mythology that this Pokémon was born
before the universe even existed."
494,26,9,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power."
495,26,9,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop."
496,26,9,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean."
497,26,9,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally."
498,26,9,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp."
499,26,9,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke."
500,26,9,"It has mastered fast and powerful fighting moves.
It grows a beard of fire."
501,26,9,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
502,26,9,"As a result of strict training, each Dewott learns
different forms for using the scalchops."
503,26,9,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
504,26,9,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind."
505,26,9,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
506,26,9,"Though it is a very brave Pokémon, it’s also smart
enough to check its foe’s strength and avoid battle."
507,26,9,"It has black, cape-like fur that is very hard and
decreases the amount of damage it receives."
508,26,9,"Being wrapped in its long fur is so comfortable
that a person would be fine even overnight on a
wintry mountain."
509,26,9,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect."
510,26,9,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
511,26,9,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends."
512,26,9,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
513,26,9,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
514,26,9,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
515,26,9,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
516,26,9,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
517,26,9,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist."
518,26,9,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
519,26,9,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
520,26,9,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
521,26,9,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
522,26,9,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
523,26,9,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
524,26,9,"They were discovered a hundred years ago in an
earthquake fissure. Inside each one is an
energy core."
525,26,9,"When it is healthy, its core sticks out. Always facing
the same way, it swiftly moves front to back and left
to right."
526,26,9,"Compressing the energy from its internal core
lets it fire off an attack capable of blowing away
a mountain."
527,26,9,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
528,26,9,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
529,26,9,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
530,26,9,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
531,26,9,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
532,26,9,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
533,26,9,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
534,26,9,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
535,26,9,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
536,26,9,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
537,26,9,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
538,26,9,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger."
539,26,9,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them."
540,26,9,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers."
541,26,9,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests."
542,26,9,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle."
543,26,9,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it."
544,26,9,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent."
545,26,9,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails."
546,26,9,"Perhaps because they feel more at ease in a group,
they stick to others they find. They end up looking
like a cloud."
547,26,9,"Like the wind, it can slip through any gap,
no matter how small. It leaves balls of white
fluff behind."
548,26,9,"Since they prefer moist, nutrient-rich soil, the areas
where Petilil live are known to be good for
growing plants."
549,26,9,"Even veteran Trainers face a challenge in getting its
beautiful flower to bloom. This Pokémon is popular
with celebrities."
550,26,9,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other’s school."
551,26,9,"They live buried in the sands of the desert.
The sun-warmed sands prevent their body
temperature from dropping."
552,26,9,"The special membrane covering its eyes can sense
the heat of objects, so it can see its surroundings
even in darkness."
553,26,9,"They never allow prey to escape. Their jaws
are so powerful, they can crush the body of
an automobile."
554,26,9,"When it sleeps, it pulls its limbs into its
body and its internal fire goes down to
1,100 degrees Fahrenheit."
555,26,9,"Its internal fire burns at 2,500 degrees Fahrenheit,
making enough power that it can destroy a dump
truck with one punch."
556,26,9,"Arid regions are their habitat. They move
rhythmically, making a sound similar to maracas."
557,26,9,"When it finds a stone of a suitable size, it secretes
a liquid from its mouth to open up a hole to
crawl into."
558,26,9,"Competing for territory, Crustle fight viciously.
The one whose boulder is broken is the loser of
the battle."
559,26,9,"Proud of its sturdy skull, it suddenly headbutts
everything, but its weight makes it unstable, too."
560,26,9,"It can smash concrete blocks with its kicking
attacks. The one with the biggest crest is the
group leader."
561,26,9,"The guardians of an ancient city, they always fly
the same route while keeping watch for invaders."
562,26,9,"Each of them carries a mask that used to be its face
when it was human. Sometimes they look at it
and cry."
563,26,9,"Grave robbers who mistake them for real coffins and
get too close end up trapped inside their bodies."
564,26,9,"Restored from a fossil, this Pokémon can dive to
depths beyond half a mile."
565,26,9,"It could knock out a foe with a slap from one of its
developed front appendages and chew it up, shell
or bones and all."
566,26,9,"Said to be an ancestor of bird Pokémon, they were
unable to fly and moved about by hopping from one
branch to another."
567,26,9,"It runs better than it flies. It takes off into the sky
by running at a speed of 25 mph."
568,26,9,"Inhaling the gas they belch will make you sleep for
a week. They prefer unsanitary places."
569,26,9,"Consuming garbage makes new kinds of poison
gases and liquids inside their bodies."
570,26,9,"To protect themselves from danger, they hide their
true identities by transforming into people
and Pokémon."
571,26,9,"Bonds between these Pokémon are very strong.
It protects the safety of its pack by tricking
its opponents."
572,26,9,"These Pokémon prefer a tidy habitat. They are
always sweeping and dusting, using their tails
as brooms."
573,26,9,"Cinccino’s body is coated in a special oil that helps
it deflect attacks, such as punches."
574,26,9,"They intently observe both Trainers and Pokémon.
Apparently, they are looking at something that only
Gothita can see."
575,26,9,"According to many old tales, it creates friends for
itself by controlling sleeping children on
starry nights."
576,26,9,"They can predict the future from the placement and
movement of the stars. They can see Trainers’
life spans."
577,26,9,"They drive away attackers by unleashing psychic
power. They can use telepathy to talk with others."
578,26,9,"When their two divided brains think the same
thoughts, their psychic power is maximized."
579,26,9,"When Reuniclus shake hands, a network forms
between their brains, increasing their
psychic power."
580,26,9,"They are better at swimming than flying, and they
happily eat their favorite food, peat moss, as they
dive underwater."
581,26,9,"Swanna start to dance at dusk. The one dancing in
the middle is the leader of the flock."
582,26,9,"This Pokémon formed from icicles bathed in energy
from the morning sun. It sleeps buried in snow."
583,26,9,"Snowy mountains are this Pokémon’s habitat.
During an ancient ice age, they moved to
southern areas."
584,26,9,"Swallowing large amounts of water, they make
snow clouds inside their bodies and, when angry,
cause violent blizzards."
585,26,9,"The turning of the seasons changes the color and
scent of this Pokémon’s fur. People use it to mark
the seasons."
586,26,9,"They migrate according to the seasons, so some
people call Sawsbuck the harbingers of spring."
587,26,9,"The energy made in its cheeks’ electric pouches is
stored inside its membrane and released while it
is gliding."
588,26,9,"For some reason they evolve when they receive
electrical energy while they are attacking Shelmet."
589,26,9,"These Pokémon evolve by wearing the shell
covering of a Shelmet. The steel armor protects
their whole body."
590,26,9,"It lures Pokémon with its pattern that looks just like
a Poké Ball, then releases poison spores."
591,26,9,"It lures prey close by dancing and waving its
arm caps, which resemble Poké Balls, in a
swaying motion."
592,26,9,"If its veil-like arms stun and wrap a foe, that foe will
be dragged miles below the surface, never
to return."
593,26,9,"The fate of the ships and crew that wander into
Jellicent’s habitat: all sunken, all lost, all vanished."
594,26,9,"It gently holds injured and weak Pokémon in its
fins. Its special membrane heals their wounds."
595,26,9,"They attach themselves to large-bodied Pokémon
and absorb static electricity, which they store in an
electric pouch."
596,26,9,"When attacked, they create an electric barrier by
spitting out many electrically charged threads."
597,26,9,"It absorbs the iron it finds in the rock while clinging
to the ceiling. It shoots spikes when in danger."
598,26,9,"They attach themselves to cave ceilings, firing steel
spikes at targets passing beneath them."
599,26,9,"The two minigears that mesh together are
predetermined. Each will rebound from other
minigears without meshing."
600,26,9,"A minigear and big gear comprise its body. If the
minigear it launches at a foe doesn’t return, it
will die."
601,26,9,"Its red core functions as an energy tank. It fires the
charged energy through its spikes into an area."
602,26,9,"One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock."
603,26,9,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity."
604,26,9,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean."
605,26,9,"Rumors of its origin are linked to a UFO crash site
in the desert 50 years ago."
606,26,9,"It uses psychic power to control an opponent’s
brain and tamper with its memories."
607,26,9,"Litwick shines a light that absorbs the life energy of
people and Pokémon, which becomes the fuel that
it burns."
608,26,9,"It arrives near the moment of death and steals spirit
from the body."
609,26,9,"The spirits burned up in its ominous flame lose their
way and wander this world forever."
610,26,9,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly."
611,26,9,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle."
612,26,9,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor."
613,26,9,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases."
614,26,9,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat."
615,26,9,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit."
616,26,9,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown."
617,26,9,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane."
618,26,9,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity."
619,26,9,"In fights, they dominate with onslaughts of flowing,
continuous attacks. With their sharp claws, they
cut enemies."
620,26,9,"Using the long fur on its arms like whips, it
launches into combo attacks that, once started,
no one can stop."
621,26,9,"It warms its body by absorbing sunlight with its
wings. When its body temperature falls, it can no
longer move."
622,26,9,"Ancient science fashioned this Pokémon from clay.
It’s been active for thousands of years."
623,26,9,"It flies across the sky at Mach speeds. Removing
the seal on its chest makes its internal energy go
out of control."
624,26,9,"Ignoring their injuries, groups attack by sinking
the blades that cover their bodies into their prey."
625,26,9,"Bisharp pursues prey in the company of a large
group of Pawniard. Then Bisharp finishes off
the prey."
626,26,9,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt."
627,26,9,"They will challenge anything, even strong
opponents, without fear. Their frequent fights help
them become stronger."
628,26,9,"They fight for their friends without any thought
about danger to themselves. One can carry a car
while flying."
629,26,9,"Their wings are too tiny to allow them to fly.
They guard their posteriors with bones that were
gathered by Mandibuzz."
630,26,9,"Watching from the sky, they swoop to strike
weakened Pokémon on the ground. They decorate
themselves with bones."
631,26,9,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them."
632,26,9,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor."
633,26,9,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves."
634,26,9,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along."
635,26,9,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!"
636,26,9,"The base of volcanoes is where they make their
homes. They shoot fire from their five horns to repel
attacking enemies."
637,26,9,"When volcanic ash darkened the atmosphere, it is
said that Volcarona’s fire provided a replacement
for the sun."
638,26,9,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon."
639,26,9,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon."
640,26,9,"Legends say this Pokémon confounded opponents
with its swift movements."
641,26,9,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away."
642,26,9,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked."
643,26,9,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather."
644,26,9,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail."
645,26,9,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant."
646,26,9,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out."
647,26,9,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow."
648,26,9,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it."
649,26,9,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back."
650,26,9,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it."
651,26,9,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights."
652,26,9,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast."
653,26,9,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears."
654,26,9,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies."
655,26,9,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame."
656,26,9,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings."
657,26,9,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time."
658,26,9,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water."
659,26,9,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly."
660,26,9,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily."
661,26,9,"Despite the beauty of its lilting voice, it’s
merciless to intruders that enter its territory."
662,26,9,"The hotter the flame sac on its belly,
the faster it can fly, but it takes some
time to get the fire going."
663,26,9,"When attacking prey, it can reach speeds
of up to 310 mph. It finishes its prey off
with a colossal kick."
664,26,9,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate."
665,26,9,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder."
666,26,9,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales."
667,26,9,"They set off on their own from their pride
and live by themselves to become stronger.
These hot-blooded Pokémon are quick to fight."
668,26,9,"With fiery breath of more than 10,000 degrees
Fahrenheit, they viciously threaten any challenger.
The females protect the pride’s cubs."
669,26,9,"When it finds a flower it likes, it dwells on
that flower its whole life long. It floats in the
wind’s embrace with an untroubled heart."
670,26,9,"When the flowers of a well-tended flower bed bloom,
it appears and celebrates with an elegant dance."
671,26,9,"In times long past, governors of castles
would invite Florges to create flower gardens
to embellish the castle domains."
672,26,9,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back."
673,26,9,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns."
674,26,9,"It does its level best to glare and pull a scary face,
but it can’t help grinning if anyone pats its head."
675,26,9,"It charges ahead and bashes its opponents like
a berserker, uncaring about any hits it might take.
Its arms are mighty enough to snap a telephone pole."
676,26,9,"Historically, in the Kalos region, these Pokémon
were the designated guardians of the king."
677,26,9,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power."
678,26,9,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense."
679,26,9,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely."
680,26,9,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay."
681,26,9,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king."
682,26,9,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked."
683,26,9,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it."
684,26,9,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy."
685,26,9,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!"
686,26,9,"It flashes the light-emitting spots on its body,
which drains its opponent’s will to fight.
It takes the opportunity to scuttle away and hide."
687,26,9,"It lures its prey close with hypnotic motions,
then wraps its tentacles around it before
finishing it off with digestive fluids."
688,26,9,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline."
689,26,9,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders."
690,26,9,"It looks just like rotten kelp. It hides from foes
while storing up power for its evolution."
691,26,9,"Tales are told of ships that wander into
seas where Dragalge live, never to return."
692,26,9,"Through controlled explosions of internal gas,
it can expel water like a pistol shot.
At close distances, it can shatter rock."
693,26,9,"By expelling water from the nozzle in the back
of its claw, it can move at a speed of 60 knots."
694,26,9,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight."
695,26,9,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds."
696,26,9,"Its immense jaws have enough destructive
force that it can chew up an automobile.
It lived 100 million years ago."
697,26,9,"Nothing could stop this Pokémon
100 million years ago,
so it behaved like a king."
